region,model,horizon,date,y_pred
West,LSTM,0.5,2027-10-31,16333.982526190643
West,LSTM,0.5,2027-11-30,16280.2949639269
West,LSTM,0.5,2027-12-31,16278.473624583658
West,LSTM,0.5,2028-01-31,16278.006827114057
West,LSTM,0.5,2028-02-29,16275.420783765625
West,LSTM,0.5,2028-03-31,16274.881918034655
West,LSTM,0.5,2028-04-30,16274.50950437944
West,LSTM,0.5,2028-05-31,16273.110331399768
West,LSTM,0.5,2028-06-30,16272.665849483183
West,LSTM,0.5,2028-07-31,16272.874859635454
West,LSTM,0.5,2028-08-31,16271.354353457702
West,LSTM,0.5,2028-09-30,16271.309234580023
West,LSTM,0.5,2028-10-31,16271.29289422973
West,LSTM,0.5,2028-11-30,16271.282651025067
West,LSTM,0.5,2028-12-31,16271.27582222196
West,LSTM,0.5,2029-01-31,16271.271554220017
